genre,name,price,rank,rating,review_1,review_2,safety,total_review
,Zingmomoon,$$ - $$$,1511.0,4.0,“Dinner on A Valentine’s Day 😁”,“健康小菜”,,33
,Sushi Tokumi (Tsim Sha Tsui),$$ - $$$,1512.0,4.5,“Good Quality of food”,“質素、性價比不錯的壽司店💕”,,24
Asian,Shanxi Knife-Cut Noodle King,$,1513.0,4.0,“A unique experience”,“Shanxi Knife-Cut - One of the Best Noodle...”,,61
,Chuishi Restaurant,$,1514.0,4.0,“AMazing fried pork chops”,“炊豕店”,,44
,Lion Rock Bistro,$$ - $$$,1515.0,4.0,“Traditional HK fare...”,"“Fantastic place, must come back more often”",,36
"Indian, Asian",The Great Indian Kebab Factory Central,$$ - $$$,1516.0,4.0,“really enjoyed the food”,“Great Inidian food”,,56
Italian,Vision 8,$$ - $$$,1517.0,4.0,“Scrumptious Cuisines & Great Services”,“Very pleasant place”,,31
American,Honbo,$$ - $$$,1518.0,4.0,"“Sweet Potato fries are ok at Honbo, neither great nor bad.”",“The smashed patties approach gives a crispy but moist and deliciously messy d...”,,44
Japanese,E Pot,,1519.0,5.0,“不可錯過的放題火鍋店”,“人氣火鍋”,,14
Seafood,Lobster Shack,$$ - $$$,1520.0,4.5,“「鯨落入大海，只有冷仍綻放…」”,“Good find on Second Street”,,15
French,Chez Bistro,$$ - $$$,1521.0,4.5,“《抵食西餐之選 | 慶祝節日🕯️💕》”,“yummy lunch”,,19
,Fab kitchen,$$$$,1522.0,4.5,“荔枝角工廈裡一間質素不錯西餐廳❤️”,“Dinner time”,,17
,Mikoshi Japanese Restaurant,$$ - $$$,1523.0,4.0,“Must go item with family and group of...”,“很鮮味”,,31
"Seafood, Grill",Han She,,1524.0,4.5,“高質酒店式自助韓式燒烤”,“CP值高火鍋+自助餐”,,24
"Brazilian, Japanese",DJAPA,$$ - $$$,1525.0,4.0,“... & plantain the kagoshima chuck roll - which was killer - cooked to perfec...”,"“... the art is amazing, the wine and beer were great... and the staff was fri...”",,115
"Chinese, Fusion",Social Place (Citywalk),$$ - $$$,1526.0,4.0,“Oh Wow”,“Chinese food in hip style”,,39
"Italian, European",Tinello,$$ - $$$,1527.0,4.0,"“Good food, good service, fantastic steak”",“Premium Prison Food”,,64
"Chinese, Seafood",Man Fat Resturant,$$ - $$$,1528.0,4.5,“uber local chinese”,“Tast of Hong Kong”,,28
,5019 PREMIUM FACTORY,$$ - $$$,1529.0,4.5,“Lived up to the hype!”,“可以由客人自選材料製作的日式和牛漢堡店”,,22
"Italian, Pizza",Regal Kowloon Hotel - Mezzo,$$ - $$$,1530.0,4.0,"“... wings, 蜆肉，dessert plate, 食物份量都好大份，估唔到呢間餐廳個海鮮盤咁高水準 推薦： 牛油菓海鮮Pizza ，好香好脆”",“As an Italian restaurant one must try its pasta or pizza to see how good it was.”,,44
"Asian, Thai",Koh Thai (Wan Chai),$$ - $$$,1531.0,3.5,“Great Thai Food in WC”,“Great Thai in HK”,,156
Seafood,Sonata Western Restaurant,$$ - $$$,1532.0,4.0,“Good buffet”,“Seafood Buffet”,,45
"Barbecue, Asian",Sorabol,$$ - $$$,1533.0,4.0,“Everything was of a very high quality and even the complimentary side dishes...”,"“... very chewy :-( However the beef bone stew was excellent, the meat was fal...”",,97
"Italian, Pizza",Fini's Italian American,$$ - $$$,1534.0,4.0,“Hot wings with blue cheese aioli sauce”,“The hot wings are generally good but today was an exception.”,,118
"Chinese, Asian",Club Noodles,$,1535.0,5.0,“Great little place!”,“Simply Superb”,,21
,Tatsujin Ramen,$$ - $$$,1536.0,4.0,“One of the best ramen”,“Ramen place!”,,32
,Store 759,$,1537.0,4.0,“Good stuff”,“Convenient”,,55
"French, European",LE 39V Restaurant Hong Kong,$$$$,1538.0,4.5,“The Amuse-Bouche comprised of three pieces: a pumpkin soup with some small ch...”,“... - ♦Our Soufflé ▪ Apricots from Provence ▪ Pistacchios ▪ Apricot Sorbet ▫ ...”,,32
"American, Seafood",Bostonian Seafood and Grill - The Langham Hotel,$$$$,1539.0,4.5,“Restaurant week”,“Wilting steakhouse”,,33
"Barbecue, Grill",Whitehead Barbecue,$$ - $$$,1540.0,4.0,“Great bbq”,“Expensive end”,,35
"Bar, International",Hemingway's,$$ - $$$,1541.0,4.0,“Bar by the beach in Discovery Bay”,“Great bar/ vegetarian restaurant”,,87
,Health Works,$,1542.0,4.0,“Easy tonics to help maintain health...”,“Poor service Still”,,53
Japanese,Dayu Wutai,,1543.0,4.5,“隱世日本小店 大漁屋台 (牛頭角)”,“猶如置身日本的日式餐廳”,,21
"Indian, Asian",Khana Khazana Indian Vegetarian Restaurant & Bar,$$ - $$$,1544.0,4.0,“Good”,“Tasty food”,,47
Fast Food,Sze Sun Hamburger (Hung Hom),$,1545.0,4.0,“Had the basic burger set with popcorn c...”,“... definitely coming in for the burger.”,,33
Asian,Tung Kee Shanghai Noodle,$,1546.0,4.0,“Yum”,“Best take away food”,,36
"Wine Bar, French",Le Cafe Winebeast,$$ - $$$,1547.0,4.5,“Great wine list”,“Delicious little restaurant”,,46
"Chinese, Asian",Macau Restaurant (Tsim Sha Tsui),$$ - $$$,1548.0,3.5,“Ok egg tarts and milk tea”,“so so”,,211
"Japanese, Sushi",Sushi Saito,$$$$,1549.0,4.5,“... and is one of the seasonal fish as well as a signature for Edomae sushi.”,“... a Michelin starred omakase sushi restaurant and although the food quality...”,,20
"American, South American",16 Shell,$$ - $$$,1550.0,4.0,“「海魚即管吃喝，遺愛後葬於海溝這軀殻。」”,“天后西餐鋒之味，精心菜式夠細膩”,,31
"Cafe, French",Agnes b. le pain grille,$$ - $$$,1551.0,4.0,“Delicious French baby lamb stew”,“令人回味”,,75
,Ann Mamma Thai Kitchen,$$ - $$$,1552.0,4.5,“Local”,“Delicious Thai restaurant at Tsuen Wan”,,18
"Bar, Pub",Joe Bananas,$$ - $$$,1553.0,4.0,“Party place”,“Good band”,,106
,Mini Club Causeway Bay,$$ - $$$,1554.0,4.0,“Cozy place for lunch”,“巴黎鐵塔下的夢幻時刻-Mini Club”,,35
Pub,Bar Amazonia,$$ - $$$,1555.0,4.0,“Best bar in HKG”,“Great atmosphere”,,78
,Rose Restaurant Chenyixing,,1556.0,5.0,“新蒲崗鑊氣小菜 玫瑰餐廳陳儀興”,“驚喜好味茶餐廳”,,16
"Chinese, Asian",Shanghai PoPo 336,$$ - $$$,1557.0,3.5,"“... dish!), noodles, special fried rice and some bao buns and the bill was HK...”","“One meat dish, one vegetable dish and a single portion of special fried rice...”",,158
"Seafood, Asian",Boat Dweller Steam Hot Pot Specialist,$$$$,1558.0,4.0,“This place is located in the heart of...”,"“Fresh seafood, but relatively expensive”",,41
,Betsutenjin (Astoria Building),$$ - $$$,1559.0,4.5,“Prawn miso ramen”,“豚骨+純水湯拉麵好食”,,21
,LAB EAT Restaurant & Bar,,1560.0,5.0,“Service In Details”,“我不要毅然別去，背城借一，遠方寄居。”,,16
,Lok Yuen,$,1561.0,4.0,“Very tasty deep-fried pork chop”,"“The ""tea + coffee"" in hk...”",,39
"Asian, Chinese",Ba Yi Restaurant,$$ - $$$,1562.0,4.0,“... Xinjiang cuisine but it’s the lamb dish that attracts multitudes of diner...”,"“We tried lamb, lamb soup, lamb barbecue and yogurt this time, everyone, I hav...”",,42
,Mee...Lemongrass,$$ - $$$,1563.0,4.0,“Pad Thai with prawns”,“Great meal at reasonable price”,,46
"European, Cafe",Urban Cafe Commune,$$ - $$$,1564.0,3.5,“croissants !”,"“Nice food and wine, random service”",,76
"Japanese, Asian",Robatayaki,$$$$,1565.0,4.0,"“... steaks, along with rice and noodles.”",“Decent lunch”,,77
Chinese,Ming Garden Restaurant (Tsim Sha Tsui),$$ - $$$,1566.0,4.0,“Looking for dim sims that are different”,“Real local food”,,36
"Chinese, Asian",Pak Loh Chiu Chow Restaurant,$$ - $$$,1567.0,4.0,“Business Lunch”,“Indifferent & Unfriendly Reception”,,85
"French, Seafood",IVY,$$ - $$$,1568.0,4.0,“Decent place in IFC”,“Great place for lunch and afternoon tea”,,58
"Chinese, Asian",The Legacy House,$$$$,1569.0,4.0,“... we order a Peking duck for 3 of us.”,“Gorgeous Chinese restaurant with great...”,,33
"Middle Eastern, Israeli",Falafel TLV,$,1570.0,4.5,“A big dish of hummus that satisfies you...”,"“Great hummus and falafel, nice staff, a...”",,78
"Seafood, Asian",New Baccarat,$$ - $$$,1571.0,4.0,"“Four of us shared spring rolls, beef noodles with celery, Singapore noodles,...”",“Fresh seafood - a place for seafood lovers”,,48
"Italian, Pizza",Pizza Express Kornhill Plaza,$$ - $$$,1572.0,4.0,“Pizza Treat”,“Hong Kong style Pizza Express”,,82
,K2 Kitchen,$$ - $$$,1573.0,4.5,“Delicate Dishes with Nice Service”,“偶然遇上的驚喜”,,26
"Chinese, Asian",Lei Garden Restaurant,$$ - $$$,1574.0,3.5,“A little disappointed we didn’t get to try the roast duck because they sold out!”,“Nice find”,,106
,Wing Hop Sing Restaurant,$$ - $$$,1575.0,4.0,“Good local clay pot rice”,“Mediocre”,,36
"Chinese, Asian",Deng G,$$ - $$$,1576.0,4.0,“... of thin slices of pork marinated well.”,“Highlights included the pork with garli...”,,38
,Parkwill Dumplings Shop,$,1577.0,5.0,“Dumplings with a difference.”,“Worth lining up for”,,16
"Cafe, Asian",Idou Dessert,,1578.0,4.5,“「甜」是力量的來源”,“美味甜品”,,27
"Japanese, Asian",Big Bang Don,$$ - $$$,1579.0,4.0,“Excellent food but expensive price”,“Looks good but not fresh”,,59
"Japanese, Sushi",Shiro (Lincoln House),$$ - $$$,1580.0,4.0,“A very nice Japanese restaurant in Quarry...”,“Sushi on the pavement”,,37
,Gulu Gulu,$$ - $$$,1581.0,4.5,“Fun gathering”,“日式串燒酒吧”,,19
"American, Bar",The Dog House,$$ - $$$,1582.0,3.5,“Ordinary”,“Perfekt”,,138
"Chinese, Asian",Chee Kei (Tsim Sha Tsui),$$ - $$$,1583.0,4.0,“Local”,"“Dinner at Chee Kei, Great Wonton Noodles”",,41
"Chinese, Asian",Dab-pa Peking & Szechuan Cuisine,$$ - $$$,1584.0,4.0,“Authentic with western flair”,“Good but expensive”,,57
"Chinese, Asian",Golden Valley,$$$$,1585.0,4.5,“Delish!”,“A Cantonese/Sichuan restaurant”,,45
"Japanese, Seafood",Yahataya Shabu Shabu (King Wah Centre),$$ - $$$,1586.0,4.5,"“... but they had order sheets for tempura, sushi, rolls and grilled salted sk...”","“Other then normal hotpot items, can also select tempura and sashimi as well.”",,29
Indian,Ashoka Indian Restaurant,$$ - $$$,1587.0,5.0,“Lunch sets include some classic curry d...”,“... and different favors of Naan bread.”,,16
"Japanese, Sushi",Oonami Jappanese & Oyster Restaurant,$$ - $$$,1588.0,4.5,“Nice Japanese food~”,“Best sushi in KT and perhaps in HK”,,37
,Station 3 Cafe (Golden Era Plaza),$,1589.0,4.0,“Valuable”,“🌸舒適的樓上Cafe🌸”,,25
"Japanese, Asian",Zagin Soba (Central),$$ - $$$,1590.0,4.5,“Delicious Japanese Chicken Soup Ramen”,“A Great Find”,,25
European,Syut,,1591.0,4.5,“Very good and delicious”,“Effectiveness”,,36
,Fong Waa Parlour,$$ - $$$,1592.0,4.0,“Decent thai food with nice interior”,“A modern Thai restaurant”,,25
"Japanese, Bar",Coedo Taproom,$$ - $$$,1593.0,4.0,“... 👉🏻Asparagus Rolled with Pork Shirt Rib 豬腩肉蘆筍卷🐷💲48 👉🏻Grilled Duck Br...”,"“... (Crab Roe Salad, Grilled Ginger Pork, Salt Grilles Mackerel) 的的或式既日式便當🍱，...”",,61
"Asian, Taiwanese",CHA FAN,$$ - $$$,1594.0,4.0,“Very tasty Taiwanese food”,“台式下午茶”,,45
Vietnamese,Q1 Vietnamese Breads and Dessert,$,1595.0,4.0,“Lit Vietnamese Pho”,“Worth waiting for!”,,37
,Amour Corner,,1596.0,4.5,“抵食又舒服的餐廳”,“美味二人晚餐”,,23
"Asian, Korean",BBQ 7080,$$ - $$$,1597.0,4.0,“First time at a Korean BBQ and it’s...”,“Best Korean in HK”,,36
"Asian, Thai",Nahm Vietnamese & Thai,$$ - $$$,1598.0,3.5,“... green curry and the mango sticky ri...”,“Too busy eating & enjoying their curry...”,,169
"Chinese, Asian",Lei Bistro,$$ - $$$,1599.0,3.5,“Plz avoid !!!”,“A good meeting place...”,,96
"Japanese, Sushi",UMI on Hollywood Road,$$$$,1600.0,4.5,“The omakase was delight and dessert ended with this heavenly Daifuku.”,“Organized an omakase birthday dinner at my favorite sushi bar and it was simp...”,,47
"Chinese, Asian",An Lee Dai Pai Dong,$$ - $$$,1601.0,4.0,“Popular noodles stall”,“Anlee @ Shau Keu Wan”,,38
"Italian, Pizza",Pizza Express New Town Plaza,$$ - $$$,1602.0,3.5,“Ok for a quick lunch”,“A great place for breakfast”,,87
Chinese,Dumpling Pro (Jordan),$,1603.0,4.0,“The menu is slightly different here as they serve mainly dumplings and noodles.”,“Delicious spicy pork knuckles”,,27
"International, Asian",TeaWood Taiwanese Cafe And Restaurant,$$ - $$$,1604.0,4.0,“Poor service”,“Great for dessert”,,44
"Cafe, Asian",Si Ye Che Zi Mian Zhuan Men Dian,$,1605.0,4.5,“Customized cart noodles”,"“Customize your Hong Kong ""Cart Noodles...”",,21
American,Ruby Tuesday (World Trade Centre ),$$ - $$$,1606.0,3.5,“I got a bacon burger which tasted really good.”,“Delicious food”,,129
"Asian, Taiwanese",TeaWood Deluxe,$$ - $$$,1607.0,4.0,“Favorite Pancake!!!”,“Best fluffy pancake ever!”,,26
"Japanese, Seafood",Sen-ryo (Festival Walk),$$ - $$$,1608.0,4.0,"“Fabulous, fresh sushi”",“Great sushi and dessert”,,37
"Asian, Thai",Blue Elephant Thai Brasserie,$$ - $$$,1609.0,3.5,“Very tasty food in a great environment”,“Bad service and awful food”,,99
,Coco Kitchen,$$ - $$$,1610.0,4.0,“Relaxed lunch”,“Enjoyable and unique hot-pot”,,46
,Mr. Ming's Chinese Dining,,1611.0,5.0,“K11 Musea 內的新派潮州菜”,“以潮會友”,,13
,Putien PopCorn,$$ - $$$,1612.0,4.0,“Did not disappoint”,“Fast service and good quality”,,52
"Chinese, Asian",Light,$$ - $$$,1613.0,4.0,“Stroppy lady who just wants the money”,“Interesting.....”,,54
"Italian, Bar",Jaspas,$$ - $$$,1614.0,3.5,“Lovely welcoming staff recommend !”,“Happy Gathering”,,98
,Cherikoff,$,1615.0,4.0,“The smell!”,"“Still very good, though downsized from...”",,48
"Cafe, European",Simplylife Bakery,$$ - $$$,1616.0,3.5,“水凖保持😀”,“Good lunch deals”,,98
"Japanese, Peruvian",TM's by The Den Pete's Place,$$ - $$$,1617.0,5.0,"“We loved everything we ate - calamari, scotch egg, beef wagyu empanadas, Pete...”","“Also had the grilled asparagus and halloumi, a great appetizer because of the...”",,28
International,Factory 99,$$ - $$$,1618.0,4.0,“Value for money”,“Best Burger I have ever tasted”,,59
Spanish,El Cerdo,$$ - $$$,1619.0,4.0,“Best Spanish Food in Tsuen Wan”,“Great place in Wan Chai”,,37
,Burger Home,$,1620.0,4.5,"“Quick, cheap and tasty.”",“Tasty vegetarian options!”,,21
"Asian, Thai",Champak Restaurant,$$ - $$$,1621.0,4.0,“Modern southeast asian cuisine #forthegram”,“Hip Thai restaurant”,,39
"Japanese, Sushi",德美壽司,$$ - $$$,1622.0,4.0,“Worth the queue😉”,“Poor poor service”,,31
Cafe,Rings Coffee,$$ - $$$,1623.0,4.0,“Rings Coffee”,"“Clean, bright, and cozy coffee shop”",,22
,Cobber Coffee and Tonys Pastry,$$ - $$$,1624.0,4.5,“Earl Grey Soufflé Pancakes with Candied...”,"“觀塘高質CAFE, 店員好好人”",,14
"Chinese, Seafood",Chuen Kee Seafood Restaurant Save,$$ - $$$,1625.0,4.0,“Excellent dim sum”,“The dim sum was equally good or even be...”,,64
"American, Bar",BLT Burger (Causeway Bay),$$ - $$$,1626.0,4.0,“Great burger for Lunch”,“Very poor”,,79
"Japanese, Sushi",Inakaya Japanese Restaurant,$$$$,1627.0,3.5,"“... everything on the menu, from sashimi, clam to teriyaki The cold sake sele...”","“This Japanese restaurant is located on the 101st floor of ICC, essentially th...”",,156
"Japanese, Sushi",Wanya Japanese Restaurant,$$ - $$$,1628.0,4.0,“Good for a quick lunch”,“Lunch in a hurry”,,51
"Indian, Asian",Tandoori Junction,$$ - $$$,1629.0,4.0,“We Order everything There are a Good selection of lamb From Tandori to curry.”,“I ordered the lamb vindaloo with the garlic naan hung from a rack.”,,30
"Chinese, Asian",Old Bailey,$$$$,1630.0,4.0,“Rewarding Shanghainese restaurant at Tai...”,“BRUNCH A MUST”,,29
,Katsuhachic,$$ - $$$,1631.0,4.5,“It's actual name is-Katsuhachi! Delicious...”,“雜錦刺身拼盤CP值高”,,26
Thai,Bangkok Station,,1632.0,4.0,“街坊價泰國菜”,“CP值甚高的正宗泰菜”,,23
Chinese,Maxim's Palace (Tuen Mun),$$ - $$$,1633.0,4.0,“Back to the tradition”,“Doesn't take reservations”,,53
"Japanese, Seafood",Hanabi,$$$$,1634.0,4.5,“Good yet reasonably priced omakase”,“This is a eatable sushi restaurant at T...”,,24
"French, Cafe",Stan Cafe,$$ - $$$,1635.0,4.0,“Special mention for the Baguette and the Butter - the best!!”,“Great baguette and bakeries.”,,70
"Japanese, Seafood",ANA Ten,$$ - $$$,1636.0,4.0,“Good quality food and service”,"“Good view, good food but expensive!”",,50
Chinese,U-Banquet (Lee Theatre Plaza),$$ - $$$,1637.0,4.0,“Great lunch”,“The Delicious Food”,,30
British,Aulis Hong Kong,$$$$,1638.0,5.0,“earthyyyy”,“$280吃米其林午餐｜來自英伦的实验厨房”,,14
Cafe,"Cafe Cova, Hong Kong",$$ - $$$,1639.0,4.0,“Convenient Coffee”,“Lousy Cova at Alexander House”,,87
"Indian, Bar",Gunpowder Indian RestoBar,$$ - $$$,1640.0,4.5,“Captain Anurag Kalra”,"“Great Service, Great Food”",,20
Seafood,Ten Million Seafood & Hot Pot Restaurant,$$ - $$$,1641.0,4.0,"“Fresh seafood, Sashimi and mid price range”",“Tasty hotpot”,,32
Japanese,Ri Ben Ye,,1642.0,4.0,“置身日本感覺😊”,“愛上鰻魚玉子燒”,,23
"Japanese, Asian",Mochi Cafe,$$ - $$$,1643.0,4.0,“Great food at a good price”,“Nice price and taste”,,45
Seafood,Seafood Port Restaurant (Lai Chi Kok Road),,1644.0,4.5,“性價比高海鮮套餐”,“Encore 蒸海鮮”,,16
Chinese,Hot in A Pot (),$$ - $$$,1645.0,4.0,“Virtually the best mini-size dim sum in...”,“Signature beef for hot pot”,,28
"Chinese, Asian",Wah Fung Restaurant,$$ - $$$,1646.0,4.0,“Delightful and inexpensive breakfast spot”,“Great quality”,,59
Thai,Siam Noodles - Causeway Bay,$,1647.0,4.5,"“Boat Noodle, Anyone?”",“Amazing ‘High Tea’ deal!”,,19
"Japanese, Sushi",Genki Sushi(APM),$$ - $$$,1648.0,3.5,“Gimmicky but still good”,“Pick your right seats (Wong Tai Sin South...”,,57
"Bar, Indian",Guru,$$ - $$$,1649.0,4.0,“... wasn’t your typical Indian restaurant as it was also described as Nepalese.”,“... as it was also described as Nepalese.”,,45
"Asian, Diner",Happy Lamb Hotpot,,1650.0,4.5,“令人回味的火鍋店”,“🐏羊朋友絕對不能錯過！”,,20
Steakhouse,Boston Restaurant,$$ - $$$,1651.0,3.5,"“Food Ok, Environment Cramped and Dark...”",“懷舊港式西餐廳”,,75
"Chinese, Bar",Lee Lo Mei,$$ - $$$,1652.0,4.0,“- - Love in Bloom 情花開 （HK$118) This sea...”,“◾️ Sweet Rice Dumplings $98 - Three bal...”,,87
"Chinese, Seafood",Lamma Hilton,$$ - $$$,1653.0,4.0,"“We had squid with salt, tofu with chilli and minced pork.”",“Our favourite restaurant on Sok Kwu Wan”,,56
"Pizza, Italian",Pizza Express YOHO,$$ - $$$,1654.0,4.0,"“Vegan ""Impossible"" Pizza”",“Great xmas menu”,,41
American,McDonald's (Festival Walk),$,1655.0,3.5,“Table hoarder”,“Breakfast”,,102
"Japanese, Diner",S2 Teppanyaki,,1656.0,4.5,“好好獎勵自己”,“海膽菜出神入化”,,17
"Chinese, Seafood",Tai Woo Seafood Restaurant,$$ - $$$,1657.0,4.0,“Worth it!”,“Nice Food and Ambience Chinese Restaurant”,,55
"Chinese, Asian",kimberley chinese restaurant,$$ - $$$,1658.0,4.0,“The suckling pig with glutinous rice needed to be ordered at least one day in...”,“The chinese restaurant is very good”,,46
"Japanese, Sushi",Restaurant Osaka,$$ - $$$,1659.0,4.0,“The Best Teppanyaki in Hong Kong”,“Sashimi salad and tuna hand roll is fresh.”,,68
"Chinese, Asian",Jade Pavilion,$$ - $$$,1660.0,4.0,“... 窩燒鮑魚雞粒燴絲苗 Braised Fried Rice with Diced Abalone and Chicken 單尾同樣豐富，畢竟是燴飯，...”,“Amazing”,,52
,Amitie Kitchen,$$ - $$$,1661.0,4.5,“尖沙咀一間樓上高質西餐廳❤️”,“🥩Steak🥩”,,16
Thai,Thai Master Restaurant & Bar,$$ - $$$,1662.0,4.0,“Authentic Thai restaurant”,“Good choice of food”,,40
"Chinese, Asian",Lei Garden (North Point),$$ - $$$,1663.0,4.0,“Consistent good food”,“Very good dim sum at cheap prices”,,61
"Bar, Czech",Pivo Czech Bar,$$ - $$$,1664.0,3.5,"“************* We had two salads, the Irish Crab Soba Salad and the Pomelo shr...”","“Fruit salad, great combo.”",,72
"Asian, Chinese",Sham Tseng Chan Kee Roasted Goose,$$ - $$$,1665.0,3.5,"“... so other dishes of meat, veg and rice.”",“Just a Waste of Time and Money”,,120
Japanese,Gyu-Kaku Windsor House,$$ - $$$,1666.0,4.0,“One of the better BBQ grills I had”,“Lovely food”,,51
"French, European",Eiffel Bistro,$$ - $$$,1667.0,4.0,“A little bit of Paris”,“... goats cheese and wonderful camembert!”,,50
"Chinese, Asian",Paradise Classic (Olympian City),$$ - $$$,1668.0,4.0,“Barely passable”,“Terrible food quality!!!”,,37
Japanese,Kikanbo,$$ - $$$,1669.0,4.5,“Melt in your mouth Meat.”,“‘Build you own’ miso ramen.”,,23
,Lao Chuan Huang,$$ - $$$,1670.0,4.0,"“LaoChuanHuang, Omega Plaza”",“Good Sichuan”,,41
Japanese,Ichinoden,$$ - $$$,1671.0,4.5,“Our #1 choice of Japanese food”,“Lunch Sets!”,,20
,Kikanbo,$$ - $$$,1672.0,4.5,“Gotta try the new minced pork noodles...”,“日本味道拉麵🍜叉燒超肥超厚!🤪”,,16
American,The Ugly Duckling,$$ - $$$,1673.0,4.5,“Excellent Scandinavian food”,“Excellent food and service”,,22
Chinese,Hoi Won Teen,$$$$,1674.0,4.0,“Absolutely poor and no standard of service”,“All U Can Eat Dim Sum”,,30
,Superdon,$$ - $$$,1675.0,4.0,“Simplistic neat joint”,“A5 Wagyu and Eel Don”,,42
,Panda Cafe,$$ - $$$,1676.0,3.5,“Food was very good”,“Excellent value for money--lunch buffet”,,81
"Indian, Pizza",Pizza Max Bistro,$$ - $$$,1677.0,4.5,“Great pizza!!”,“Convenient international”,,26
"Steakhouse, Cafe",Feather & Bone - Wan Chai,$$ - $$$,1678.0,4.0,“Perfect steak on a Sunday Night 💕”,“... forget the taste of that wagyu ribeye!”,,32
"Chinese, Asian",Regal Hongkong Hotel - Regal Palace,$$ - $$$,1679.0,4.0,“Great dim Sum!”,“I also ordered bake seafood with fries rice in Portuguese sauce and as always...”,,51
Japanese,Fujiyama 55 - Ramen Tsukemen,$$ - $$$,1680.0,4.0,“Good bowl of noodles”,“Add rice and cheese into Ramen!?”,,31
"Chinese, Asian",Regal Hongkong Hotel - Regal Palace,$$ - $$$,1681.0,4.0,“Great dim Sum!”,“I also ordered bake seafood with fries rice in Portuguese sauce and as always...”,,51
Japanese,Fujiyama 55 - Ramen Tsukemen,$$ - $$$,1682.0,4.0,“Good bowl of noodles”,“Add rice and cheese into Ramen!?”,,31
,Cosmos Restaurant & Bar,$$ - $$$,1683.0,4.0,“Hidden treasure”,“Cozy place for dinner”,,26
Chinese,Kei Cuisine,$$ - $$$,1684.0,4.5,“除咗乳豬可以試吓之外，所有嘢都係真心麻麻”,“A pleasant dining experience!”,,17
"Chinese, Asian",Fook Lam Moon Tsim Sha Tsui,$$$$,1685.0,4.0,“Felt a bit ripped off!”,"“Dissapointing, once great, now.. Tragic”",,99
,Genki Sushi (Tseung Kwan O),$$ - $$$,1686.0,4.0,“Just average”,“不一樣的聖誕節”,,49
"Bar, British",The Queen Victoria,$$ - $$$,1687.0,3.5,“Lovely staff”,“Very friendly staff especially”,,98
"Japanese, Sushi",Miso(Kangle Plaza),$$ - $$$,1688.0,4.0,“Always good”,“I rarely write reviews...by too good not...”,,61
"Japanese, Sushi",UMAI,$$ - $$$,1689.0,4.0,"“... grade sanma cooked with Japanese rice in an iron pot, all the natural fla...”",“Little Gem...”,,46
"Spanish, Mediterranean",LA RAMBLA by Catalunya,$$$$,1690.0,3.5,"“Eventually, we had black ink paella with tiger prawns, which was very tasty a...”",“Prawns were good.”,,101
"Chinese, Asian",Ren Ren Heping Restaurant,$$ - $$$,1691.0,4.0,“... sweet and sour fish and fried rice.”,"“The roasted goose, a signature, is a must.”",,30
"Cafe, European",Peace Cafe,$$ - $$$,1692.0,4.5,“Great Place to Start your Day”,“Don't bother!”,,33
"International, Fusion",Confusion Plant Based Kitchen,$$ - $$$,1693.0,4.5,“... with our vegan meal as non-vegans.”,“... western vegetarian restaurant.”,,18
"Asian, Fusion",Greenhouse,$$ - $$$,1694.0,4.0,“Good service with good food”,“Quality lunch with a twist”,,70
"Japanese, Asian",I M Teppanyaki,$$$$,1695.0,4.5,“And not forgetting the fried rice.”,“Cosy Upscale Teppanyaki”,,37
"Barbecue, Asian",Myung Ga Korean Restaurant,$$ - $$$,1696.0,4.0,"“It comprised of marinated chicken, wagyu beef, beef ribs, lettuce, 6 complime...”","“... and spicy), such as: Stone beef rice, house soup, mixed vegetables, fried...”",,90
Central Asian,Cun Yeye Longxia Tang Paofan Duntang Zhuanjia,$,1697.0,4.0,“Frothy broth”,“Delicious lobsters / chicken in soup”,,57
"Asian, Korean",Bongchu Jjimdak,$$ - $$$,1698.0,4.0,"“韓式鳳雛燉雞 @ Mong Kok, Hong Kong”",“Good Korean food”,,21
"Chinese, Asian",House of Jasmine (Ocean Centre),$$ - $$$,1699.0,3.5,“So so food”,"“Great location, Poor food”",,195
"Japanese, Asian",Saboten Japanese Cutlet (Causeway Bay),$$ - $$$,1700.0,4.0,“Best Tasty Fried Pork cutlets”,“Best Deep Fried Japanese Style Pork Cutlet”,,58
"Chinese, Chilean",Lao Zhang Gui Dongbei Restaurant,$$ - $$$,1701.0,4.0,“Good tasting food. At cheap price. Sat...”,“Awesome Dongbei food!”,,27
,Simplylife Cafe (Metroplaza),$$ - $$$,1702.0,4.0,“Lunch time with good price”,“Absolutely looooooved it”,,38
"Japanese, Barbecue",Yakiniku Futago HK,$$ - $$$,1703.0,4.0,“Average food and service”,“1+1=1”,,44
"Bar, Cafe",Next Door Cafe & Bar,$$ - $$$,1704.0,5.0,“One of nice places to hang in CWB”,“Great lunch spot in CWB”,,16
,Waki Shokudo,$$ - $$$,1705.0,4.0,“Good taste”,“好多選擇既日本餐廳”,,30
Thai,Sawadee Thai (Mong Kok),$$ - $$$,1706.0,4.0,“Terrific place for Thai food in HK!”,“Good Thai”,,28
European,Padstow Restaurant & Bar,$$ - $$$,1707.0,4.0,“I also ordered the salmon and the burger which was also really good and tasty.”,“One had a chicken burger with avocado and bacon which again was a great as we...”,,38
